equipo,nombre,posicion,rating,liga
Francia,Hernandez Theo,Defensa,85,Champions
Francia,Doue Desire,Delantero,77,Champions
Francia,Hernandez Lucas,Defensa,81,Champions
Francia,Mateta Jean-Philippe,Delantero,77,Champions
Francia,Risser Robin,Portero,65,Champions
Francia,Cherki Rayan,Mediocampista,77,Champions
Francia,Akliouche Maghnes,Mediocampista,75,Champions
Francia,Lacroix Maxence,Defensa,74,Champions
Alemania,Neuer Manuel,Portero,89,Champions
Alemania,Ruediger Antonio,Defensa,86,Champions
Alemania,Anton Waldemar,Defensa,79,Champions
Alemania,Tah Jonathan,Defensa,82,Champions
Alemania,Pavlovic Aleksandar,Mediocampista,78,Champions
Alemania,Kimmich Joshua,Defensa,88,Champions
Alemania,Havertz Kai,Delantero,85,Champions
Alemania,Goretzka Leon,Mediocampista,83,Champions
Alemania,Leweling Jamie,Mediocampista,73,Champions
Alemania,Musiala Jamal,Mediocampista,88,Champions
Alemania,Woltemade Nick,Delantero,74,Champions
Alemania,Baumann Oliver,Portero,76,Champions
Alemania,Gross Pascal,Mediocampista,78,Champions
Alemania,Beier Maximilian,Delantero,76,Champions
Alemania,Schlotterbeck Nico,Defensa,82,Champions
Alemania,Stiller Angelo,Mediocampista,75,Champions
Alemania,Wirtz Florian,Mediocampista,89,Champions
Alemania,Brown Nathaniel,Defensa,70,Champions
Alemania,Sane Leroy,Mediocampista,85,Champions
Alemania,Amiri Nadiem,Mediocampista,72,Champions
Alemania,Nuebel Alexander,Portero,77,Champions
Alemania,Raum David,Defensa,78,Champions
Alemania,Nmecha Felix,Mediocampista,74,Champions
Alemania,Thiaw Malick,Defensa,78,Champions
Alemania,Ouedraogo Assan,Mediocampista,69,Champions
Alemania,Undav Deniz,Delantero,77,Champions
Ghana,Zigi Lawrence,Portero,71,Europa_Mid
Ghana,Seidu Alidu,Defensa,73,Champions
Ghana,Yirenkyi Caleb,Mediocampista,69,Europa_Mid
Ghana,Adjetey Jonas,Defensa,69,Europa_Mid
Ghana,Partey Thomas,Mediocampista,84,Champions
Ghana,Mumin Abdul,Defensa,70,Europa_Mid
Ghana,Fatawu Abdul,Delantero,74,Europa_Mid
Ghana,Sibo Kwasi,Mediocampista,69,Europa_Low
Ghana,Ayew Jordan,Delantero,78,America
Ghana,Thomas-Asante Brandon,Delantero,71,Europa_Mid
Ghana,Semenyo Antoine,Mediocampista,76,Europa_Mid
Ghana,Anang Joseph,Portero,66,Europa_Low
Ghana,Bonsu Baah Christopher,Delantero,69,Europa_Mid
Ghana,Mensah Gideon,Defensa,71,Europa_Mid
Ghana,Owusu Elisha,Mediocampista,70,Europa_Low
Ghana,Asare Benjamin,Portero,64,Europa_Low
Ghana,Rahman Baba,Defensa,75,Europa_Low
Ghana,Opoku Jerome,Defensa,69,Europa_Low
Ghana,Williams Inaki,Delantero,78,Europa_Mid
Ghana,Boakye Augustine,Mediocampista,66,Europa_Low
Ghana,Oppong Kojo Peprah,Defensa,68,Europa_Low
Ghana,Sulemana Kamaldeen,Delantero,76,Europa_Mid
Ghana,Luckassen Derrick,Defensa,67,Europa_Mid
Ghana,Nuamah Ernest,Delantero,73,Europa_Mid
Ghana,Adu Prince,Delantero,68,Europa_Low
Ghana,Senaya Marvin,Defensa,66,Europa_Low
Haití,Placide Johny,Portero,69,Europa_Low
Haití,Arcus Carlens,Defensa,65,Europa_Low
Haití,Thermoncy Keeto,Defensa,62,Europa_Low
Haití,Ade Ricardo,Defensa,65,Europa_Low
Haití,Delcroix Hannes,Defensa,64,Europa_Top
Haití,Sainte Carl,Mediocampista,64,America
Haití,Etienne Derrick,Delantero,68,America
Haití,Experience Martin,Defensa,64,Europa_Low
Haití,Nazon Duckens,Delantero,70,America
Haití,Bellegarde Jean-Ricner,Mediocampista,68,Europa_Mid
Haití,Deedson Louicius,Delantero,67,Europa_Low
Haití,Pierre Alexandre,Portero,65,Europa_Low
Haití,Lacroix Markhus,Defensa,63,Europa_Low
Haití,Metusala Garven,Defensa,63,Europa_Low
Haití,Providence Ruben,Delantero,66,Europa_Low
Haití,Joseph Lenny,Delantero,65,Europa_Low
Haití,Jean Jacques Danley,Mediocampista,66,Europa_Low
Haití,Isidor Wilson,Delantero,67,America
Haití,Fortune Yassin,Delantero,64,Europa_Low
Haití,Pierrot Frantzdy,Delantero,69,America
Haití,Casimir Josue,Delantero,65,Europa_Low
Haití,Duverne Jean-Kevin,Defensa,65,Europa_Low
Haití,Duverger Josue,Portero,63,Europa_Low
Haití,Paugain Wilguens,Defensa,64,Europa_Low
Haití,Simon Dominique,Mediocampista,63,America
Haití,Pierre Woodensky,Mediocampista,62,America
Irán,Beiranvand Alireza,Portero,77,Europa_Top
Irán,Hardani Saleh,Defensa,66,Asia_Africa
Irán,Hajisafi Ehsan,Defensa,73,Asia_Africa
Irán,Khalilzadeh Shoja,Defensa,70,Asia_Africa
Irán,Mohammadi Milad,Defensa,69,Europa_Mid
Irán,Ezatolahi Saeid,Mediocampista,74,Europa_Top
Irán,Jahanbakhsh Alireza,Mediocampista,78,Europa_Top
Irán,Mohebbi Mohammad,Mediocampista,74,Asia_Africa
Irán,Taremi Mehdi,Delantero,83,Champions
Irán,Ghayedi Mehdi,Delantero,72,Europa_Mid
Irán,Alipour Ali,Delantero,70,Europa_Mid
Irán,Niazmand Payam,Portero,71,Asia_Africa
Irán,Kanani Hossein,Defensa,71,Asia_Africa
Irán,Ghoddos Saman,Mediocampista,73,Europa_Mid
Irán,Cheshmi Roozbeh,Mediocampista,71,Europa_Mid
Irán,Torabi Mehdi,Mediocampista,72,Europa_Mid
Irán,Yousefi Arya,Defensa,67,Asia_Africa
Irán,Hosseinzadeh Amirhossein,Delantero,69,Asia_Africa
Irán,Nemati Ali,Defensa,67,Asia_Africa
Irán,Moghanloo Shahriyar,Delantero,69,Asia_Africa
Irán,Ghorbani Mohammad,Mediocampista,67,Asia_Africa
Irán,Hosseini Hossein,Portero,69,Asia_Africa
Irán,Rezaeian Ramin,Defensa,70,Europa_Mid
Irán,Dargahi Dennis,Delantero,65,Europa_Low
Irán,Iri Danial,Defensa,63,Asia_Africa
Irán,Razaghinia Amirmohammad,Mediocampista,65,Asia_Africa
Irak,Fahad Talib,Portero,68,Asia_Africa
Irak,Rebin Sulaka,Defensa,66,Asia_Africa
Irak,Hussein Ali,Defensa,67,Asia_Africa
Irak,Zaid Tahseen,Defensa,67,Asia_Africa
Irak,Akam Hashim,Defensa,66,Asia_Africa
Irak,Munaf Younus,Defensa,66,Asia_Africa
Irak,Youssef Amyn,Mediocampista,68,Asia_Africa
Irak,Ibrahim Bayesh,Mediocampista,70,Asia_Africa
Irak,Ali Alhamadi,Delantero,71,Asia_Africa
Irak,Mohanad Ali,Delantero,73,Asia_Africa
Irak,Ahmed Qasem,Delantero,66,Asia_Africa
Irak,Jalal Hassan,Portero,70,Asia_Africa
Irak,Ali Yousif,Delantero,67,Asia_Africa
Irak,Zidane Iqbal,Mediocampista,71,Europa_Mid
Irak,Ahmed Maknazi,Defensa,64,Asia_Africa
Irak,Amir Alammari,Mediocampista,69,Asia_Africa
Irak,Ali Jasim,Delantero,67,Asia_Africa
Irak,Aymen Hussein,Delantero,71,Asia_Africa
Irak,Kevin Yakob,Mediocampista,67,Europa_Low
Irak,Aimar Sher,Mediocampista,66,Asia_Africa
Irak,Marko Farji,Delantero,65,Europa_Low
Irak,Ahmed Basil,Portero,65,Asia_Africa
Irak,Merchas Doski,Defensa,65,Europa_Low
Irak,Zaid Ismael,Mediocampista,65,Asia_Africa
Irak,Mustafa Saadoon,Defensa,64,Asia_Africa
Irak,Frans Putros,Defensa,65,Asia_Africa
Japón,Suzuki Zion,Portero,76,Europa_Mid
Japón,Sugawara Yukinari,Defensa,76,Europa_Top
Japón,Taniguchi Shogo,Defensa,73,Asia_Africa
Japón,Itakura Kou,Defensa,78,Europa_Mid
Japón,Nagatomo Yuto,Defensa,75,Asia_Africa
Japón,Machino Shuto,Delantero,73,Europa_Mid
Japón,Tanaka Ao,Mediocampista,78,Champions
Japón,Kubo Takefusa,Mediocampista,83,Europa_Mid
Japón,Goto Keisuke,Delantero,69,Asia_Africa
Japón,Doan Ritsu,Mediocampista,80,Europa_Mid
Japón,Maeda Daizen,Delantero,76,Europa_Top
Japón,Osako Keisuke,Portero,70,Asia_Africa
Japón,Nakamura Keito,Mediocampista,77,Europa_Mid
Japón,Ito Junya,Mediocampista,79,Europa_Mid
Japón,Kamada Daichi,Mediocampista,79,Europa_Mid
Japón,Watanabe Tsuyoshi,Defensa,72,Europa_Mid
Japón,Suzuki Yuito,Mediocampista,71,Champions
Japón,Ueda Ayase,Delantero,78,Europa_Top
Japón,Ogawa Koki,Delantero,74,Europa_Mid
Japón,Seko Ayumu,Defensa,71,Asia_Africa
Japón,Ito Hiroki,Defensa,78,Europa_Mid
Japón,Tomiyasu Takehiro,Defensa,79,Champions
Japón,Hayakawa Tomoki,Portero,72,Asia_Africa
Japón,Sano Kaishu,Mediocampista,72,Europa_Mid
Japón,Suzuki Junnosuke,Defensa,68,Asia_Africa
Japón,Shiogai Kento,Delantero,69,Asia_Africa
Jordania,Yazeed Abulaila,Portero,67,Asia_Africa
Jordania,Mohammad Abuhasheesh,Defensa,65,Asia_Africa
Jordania,Abdallah Nasib,Defensa,65,Asia_Africa
Jordania,Husam Abudahab,Defensa,64,Asia_Africa
Jordania,Yazan Alarab,Defensa,65,Asia_Africa
Jordania,Amer Jamous,Mediocampista,65,Asia_Africa
Jordania,Mohammad Abuzraiq,Delantero,67,Asia_Africa
Jordania,Noor Alrawabdeh,Mediocampista,66,Asia_Africa
Jordania,Ali Olwan,Delantero,68,Asia_Africa
Jordania,Mousa Altamari,Delantero,72,Asia_Africa
Jordania,Odeh Fakhoury,Delantero,65,Asia_Africa
Jordania,Nour Baniateyah,Portero,63,Asia_Africa
Jordania,Mahmoud Almardi,Delantero,66,Asia_Africa
Jordania,Rajaei Ayed,Mediocampista,65,Asia_Africa
Jordania,Ibrahim Sadeh,Mediocampista,65,Asia_Africa
Jordania,Mohammad Abualnadi,Defensa,63,Asia_Africa
Jordania,Saleem Obaid,Defensa,63,Asia_Africa
Jordania,Mohammad Abughoush,Mediocampista,62,Asia_Africa
Jordania,Saed Alrosan,Defensa,64,Asia_Africa
Jordania,Mohannad Abutaha,Mediocampista,64,Asia_Africa
Jordania,Nizar Alrashdan,Mediocampista,65,Asia_Africa
Jordania,Abdallah Alfakhori,Portero,63,Asia_Africa
Jordania,Ehsan Haddad,Defensa,64,Asia_Africa
Jordania,Ali Azaizeh,Delantero,64,Asia_Africa
Jordania,Mohammad Aldaoud,Mediocampista,64,Asia_Africa
Jordania,Anas Badawi,Defensa,63,Asia_Africa
Corea del Sur,Kim Seunggyu,Portero,76,Asia_Africa
Corea del Sur,Lee Hanbeom,Defensa,70,Asia_Africa
Corea del Sur,Lee Gihyuk,Mediocampista,70,Asia_Africa
Corea del Sur,Kim Minjae,Defensa,87,Champions
Corea del Sur,Kim Taehyeon,Defensa,70,Asia_Africa
Corea del Sur,Hwang Inbeom,Mediocampista,76,Europa_Top
Corea del Sur,Son Heungmin,Delantero,87,Europa_Mid
Corea del Sur,Paik Seungho,Mediocampista,74,Europa_Mid
Corea del Sur,Cho Guesung,Delantero,77,Europa_Top
Corea del Sur,Lee Jaesung,Mediocampista,77,Europa_Mid
Corea del Sur,Hwang Heechan,Delantero,78,Europa_Mid
Corea del Sur,Song Bumkeun,Portero,68,Asia_Africa
Corea del Sur,Lee Taeseok,Defensa,69,Asia_Africa
Corea del Sur,Cho Wije,Defensa,68,Asia_Africa
Corea del Sur,Kim Moonhwan,Defensa,71,Asia_Africa
Corea del Sur,Park Jinseob,Defensa,71,Asia_Africa
Corea del Sur,Bae Junho,Mediocampista,72,Europa_Mid
Corea del Sur,Oh Hyeongyu,Delantero,75,Asia_Africa
Corea del Sur,Lee Kangin,Mediocampista,78,Champions
Corea del Sur,Yang Hyunjun,Mediocampista,73,Europa_Top
Corea del Sur,Jo Hyeonwoo,Portero,74,Asia_Africa
Corea del Sur,Seol Youngwoo,Defensa,71,Asia_Africa
Corea del Sur,Castrop Jens,Defensa,68,Champions
Corea del Sur,Kim Jingyu,Mediocampista,70,Asia_Africa
Corea del Sur,Eom Jisung,Mediocampista,70,Asia_Africa
Corea del Sur,Lee Donggyeong,Mediocampista,72,Asia_Africa
México,Rangel Raul,Portero,73,America
México,Sanchez Jorge,Defensa,76,Europa_Top
México,Montes Cesar,Defensa,78,America
México,Alvarez Edson,Defensa,82,Europa_Mid
México,Vasquez Johan,Defensa,77,Europa_Mid
México,Lira Erik,Mediocampista,72,America
México,Romo Luis,Mediocampista,75,Europa_Top
México,Fidalgo Alvaro,Mediocampista,74,America
México,Jimenez Raul,Delantero,82,Europa_Mid
México,Vega Alexis,Delantero,77,America
México,Gimenez Santiago,Delantero,83,Europa_Top
México,Acevedo Carlos,Portero,72,America
México,Ochoa Guillermo,Portero,81,America
México,Gonzalez Armando,Delantero,70,America
México,Reyes Israel,Defensa,73,America
México,Quinones Julian,Delantero,74,America
México,Pineda Orbelin,Mediocampista,77,Europa_Mid
México,Vargas Obed,Mediocampista,70,America
México,Mora Gilberto,Mediocampista,67,America
México,Chavez Mateo,Defensa,70,America
México,Huerta Cesar,Delantero,74,America
México,Martinez Guillermo,Delantero,72,America
México,Gallardo Jesus,Defensa,76,America
México,Chavez Luis,Mediocampista,77,America
México,Alvarado Roberto,Delantero,75,America
México,Gutierrez Brian,Mediocampista,71,America
Marruecos,Bounou Yassine,Portero,86,Asia_Africa
Marruecos,Hakimi Achraf,Defensa,88,Champions
Marruecos,Mazraoui Noussair,Defensa,83,Champions
Marruecos,Amrabat Sofyan,Mediocampista,83,Champions
Marruecos,Saadane Marwane,Defensa,69,Europa_Low
Marruecos,Bouaddi Ayyoub,Mediocampista,70,Champions
Marruecos,Talbi Chemsdine,Mediocampista,69,Europa_Mid
Marruecos,Ounahi Azzedine,Mediocampista,79,Champions
Marruecos,Rahimi Souane,Delantero,74,Asia_Africa
Marruecos,Diaz Brahim,Delantero,83,Champions
Marruecos,Saibari Ismael,Mediocampista,77,Europa_Top
Marruecos,El Kajoui Munir,Portero,74,Europa_Mid
Marruecos,El Ouahdi Zakaria,Defensa,70,Europa_Mid
Marruecos,Diop Issa,Defensa,75,Europa_Mid
Marruecos,El Mourabet Samir,Mediocampista,68,Europa_Low
Marruecos,Yassine Gessime,Mediocampista,67,Europa_Low
Marruecos,Sbai Amine,Delantero,68,Europa_Low
Marruecos,Riad Chadi,Defensa,72,Europa_Low
Marruecos,Belammari Youssef,Defensa,68,Europa_Low
Marruecos,El Kaabi Ayoub,Delantero,80,Europa_Top
Marruecos,Amaimouni Ayoube,Delantero,68,Europa_Low
Marruecos,Tagnaouti Ahmed Reda,Portero,71,Europa_Mid
Marruecos,El Khannouss Bilal,Mediocampista,79,Europa_Mid
Marruecos,El Aynaoui Neil,Mediocampista,74,Europa_Top
Marruecos,Halhal Redouane,Defensa,68,Europa_Mid
Marruecos,Salah Eddine Anass,Defensa,70,Europa_Mid
Países Bajos,Verbruggen Bart,Portero,79,Champions
Países Bajos,Geertruida Lutsharel,Defensa,78,Champions
Países Bajos,De Roon Marten,Mediocampista,80,Champions
Países Bajos,Van Dijk Virgil,Defensa,89,Champions
Países Bajos,Ake Nathan,Defensa,83,Champions
Países Bajos,Van Hecke Jan Paul,Defensa,76,Champions
Países Bajos,Kluivert Justin,Mediocampista,77,Champions
Países Bajos,Gravenberch Ryan,Mediocampista,82,Champions
Países Bajos,Weghorst Wout,Delantero,78,Champions
Países Bajos,Depay Memphis,Delantero,84,Champions
Países Bajos,Gakpo Cody,Delantero,85,Champions
Países Bajos,Wieffer Mats,Defensa,75,Champions
Países Bajos,Roefs Robin,Portero,67,Europa_Top
Países Bajos,Reijnders Tijjani,Mediocampista,82,Champions
Países Bajos,Van De Ven Micky,Defensa,82,Champions
Países Bajos,Til Guus,Mediocampista,75,Champions
Países Bajos,Lang Noa,Delantero,77,Champions
Países Bajos,Malen Donyell,Delantero,80,Champions
Países Bajos,Brobbey Brian,Delantero,77,Europa_Top
Países Bajos,Koopmeiners Teun,Mediocampista,85,Champions
Países Bajos,De Jong Frenkie,Mediocampista,87,Champions
Países Bajos,Dumfries Denzel,Defensa,83,Champions
Países Bajos,Flekken Mark,Portero,78,Champions
Países Bajos,Summerville Crysencio,Delantero,76,Champions
Países Bajos,Hato Jorrel,Defensa,72,Europa_Top
Países Bajos,Timber Quinten,Mediocampista,77,Champions
Nueva Zelanda,Crocombe Max,Portero,69,Europa_Low
Nueva Zelanda,Payne Tim,Defensa,65,Europa_Low
Nueva Zelanda,De Vries Francis,Defensa,64,Europa_Low
Nueva Zelanda,Bindon Tyler,Defensa,67,America
Nueva Zelanda,Boxall Michael,Defensa,68,America
Nueva Zelanda,Bell Joe,Mediocampista,68,America
Nueva Zelanda,Rogerson Logan,Delantero,67,Asia_Africa
Nueva Zelanda,Stamenic Marko,Mediocampista,70,America
Nueva Zelanda,Wood Chris,Delantero,78,Europa_Mid
Nueva Zelanda,Singh Sarpreet,Mediocampista,69,Europa_Mid
Nueva Zelanda,Just Elijah,Mediocampista,70,America
Nueva Zelanda,Paulsen Alex,Portero,65,Europa_Low
Nueva Zelanda,Cacace Liberato,Defensa,69,Europa_Mid
Nueva Zelanda,Rufer Alex,Mediocampista,67,Europa_Low
Nueva Zelanda,Pijnaker Nando,Defensa,66,Europa_Low
Nueva Zelanda,Surman Finn,Defensa,66,Europa_Low
Nueva Zelanda,Barbarouses Kosta,Delantero,69,America
Nueva Zelanda,Waine Ben,Delantero,70,Asia_Africa
Nueva Zelanda,Old Ben,Mediocampista,68,America
Nueva Zelanda,Mccowatt Callum,Mediocampista,69,Europa_Low
Nueva Zelanda,Randall Jesse,Delantero,67,Asia_Africa
Nueva Zelanda,Woud Michael,Portero,67,Europa_Low
Nueva Zelanda,Thomas Ryan,Mediocampista,68,Europa_Top
Nueva Zelanda,Elliot Callan,Defensa,65,Asia_Africa
Nueva Zelanda,Bayliss Lachlan,Mediocampista,65,Europa_Low
Nueva Zelanda,Smith Tommy,Defensa,67,Europa_Low
Noruega,Nyland Orjan,Portero,78,Europa_Mid
Noruega,Thorsby Morten,Mediocampista,74,Europa_Mid
Noruega,Ajer Kristoffer,Defensa,77,Europa_Mid
Noruega,Ostigard Leo,Defensa,77,Champions
Noruega,Moller Wolfe David,Defensa,72,Europa_Mid
Noruega,Berg Patrick,Mediocampista,74,Europa_Top
Noruega,Sorloth Alexander,Delantero,83,Champions
Noruega,Berge Sander,Mediocampista,80,Europa_Mid
Noruega,Haaland Erling,Delantero,91,Champions
Noruega,Odegaard Martin,Mediocampista,88,Champions
Noruega,Strand Larsen Jorgen,Delantero,78,Champions
Noruega,Tangvik Sander,Portero,64,Europa_Low
Noruega,Selvik Egil,Portero,71,Europa_Low
Noruega,Aursnes Fredrik,Mediocampista,76,Europa_Top
Noruega,Bjorkan Fredrik Andre,Defensa,73,Europa_Top
Noruega,Holmgren Pedersen Marcus,Defensa,74,Europa_Low
Noruega,Heggem Torbjorn,Defensa,72,Europa_Low
Noruega,Thorstvedt Kristian,Mediocampista,76,Europa_Mid
Noruega,Aasgaard Thelo,Mediocampista,72,Europa_Mid
Noruega,Nusa Antonio,Delantero,77,Europa_Top
Noruega,Schjelderup Andreas,Mediocampista,74,Europa_Top
Noruega,Bobb Oscar,Mediocampista,75,Champions
Noruega,Hauge Jens Petter,Mediocampista,73,Europa_Mid
Noruega,Langas Sondre,Defensa,68,Europa_Mid
Noruega,Falchener Henrik,Defensa,66,Europa_Low
Noruega,Ryerson Julian,Defensa,75,Champions
Panamá,Mejia Luis,Portero,70,America
Panamá,Blackman Cesar,Defensa,68,America
Panamá,Cordoba Jose,Defensa,69,America
Panamá,Escobar Fidel,Defensa,72,America
Panamá,Farina Edgardo,Defensa,66,America
Panamá,Martinez Cristian,Mediocampista,68,America
Panamá,Rodriguez Jose Luis,Mediocampista,71,America
Panamá,Carrasquilla Adalberto,Mediocampista,73,America
Panamá,Rodriguez Tomas,Delantero,69,America
Panamá,Diaz Ismael,Mediocampista,74,Europa_Top
Panamá,Barcenas Edgar Yoel,Mediocampista,73,Europa_Low
Panamá,Samudio Cesar,Portero,66,America
Panamá,Ramos Jiovany,Defensa,66,America
Panamá,Harvey Carlos,Defensa,67,America
Panamá,Davis Eric,Defensa,70,America
Panamá,Andrade Andres,Defensa,68,America
Panamá,Fajardo Jose,Delantero,71,America
Panamá,Waterman Cecilio,Delantero,71,America
Panamá,Quintero Alberto,Mediocampista,69,America
Panamá,Godoy Anibal,Mediocampista,70,America
Panamá,Yanis Cesar,Mediocampista,68,America
Panamá,Mosquera Orlando,Portero,68,America
Panamá,Murillo Amir,Defensa,72,Europa_Mid
Panamá,Londono Azarias,Delantero,66,America
Panamá,Miller Roderick,Defensa,68,America
Panamá,Gutierrez Jorge,Defensa,65,America
Paraguay,Fernandez Gatito,Portero,74,America
Paraguay,Velazquez Gustavo,Defensa,68,America
Paraguay,Alderete Omar,Defensa,74,Europa_Mid
Paraguay,Caceres Juan Jose,Defensa,71,America
Paraguay,Balbuena Fabian,Defensa,77,America
Paraguay,Alonso Junior,Defensa,75,Europa_Mid
Paraguay,Sosa Ramon,Mediocampista,74,Champions
Paraguay,Gomez Diego,Mediocampista,76,Europa_Top
Paraguay,Sanabria Antonio,Delantero,77,Europa_Mid
Paraguay,Almiron Miguel,Mediocampista,81,Europa_Mid
Paraguay,Mauricio,Mediocampista,71,America
Paraguay,Gill Orlando,Portero,66,America
Paraguay,Canale Jose,Defensa,67,America
Paraguay,Cubas Andres,Mediocampista,73,Europa_Mid
Paraguay,Gomez Gustavo,Defensa,77,America
Paraguay,Bobadilla Damian,Mediocampista,72,Europa_Mid
Paraguay,Romero Gamarra Alejandro,Delantero,73,America
Paraguay,Arce Alex,Delantero,72,America
Paraguay,Enciso Julio,Delantero,75,Europa_Mid
Paraguay,Ojeda Braian,Mediocampista,70,America
Paraguay,Avalos Gabriel,Delantero,70,America
Paraguay,Olveira Gaston,Portero,65,America
Paraguay,Galarza Matias,Mediocampista,71,Europa_Mid
Paraguay,Caballero Gustavo,Mediocampista,69,America
Paraguay,Pitta Isidro,Delantero,70,America
Paraguay,Maidana Alexandro,Defensa,66,America
Portugal,Diogo Costa,Portero,87,Champions
Portugal,Nelson Semedo,Defensa,82,Champions
Portugal,Ruben Dias,Defensa,88,Champions
Portugal,Tomas Araujo,Defensa,74,Champions
Portugal,Diogo Dalot,Defensa,81,Champions
Portugal,Matheus Nunes,Mediocampista,82,Champions
Portugal,Cristiano Ronaldo,Delantero,88,Asia_Africa
Portugal,Bruno Fernandes,Mediocampista,88,Champions
Portugal,Goncalo Ramos,Delantero,83,Champions
Portugal,Bernardo Silva,Mediocampista,88,Champions
Portugal,Joao Felix,Delantero,84,Champions
Portugal,Jose Sa,Portero,81,Champions
Portugal,Renato Veiga,Defensa,74,Champions
Portugal,Goncalo Inacio,Defensa,78,Europa_Top
Portugal,Joao Neves,Mediocampista,80,Champions
Portugal,Francisco Trincao,Delantero,78,Europa_Top
Portugal,Rafael Leao,Delantero,86,Champions
Portugal,Pedro Neto,Delantero,82,Champions
Portugal,Goncalo Guedes,Delantero,79,Champions
Portugal,Joao Cancelo,Defensa,85,Champions
Portugal,Ruben Neves,Mediocampista,83,Asia_Africa
Portugal,Rui Silva,Portero,76,Champions
Portugal,Vitinha,Mediocampista,84,Champions
Portugal,Samu Costa,Defensa,72,Europa_Top
Portugal,Nuno Mendes,Defensa,83,Champions
Portugal,Francisco Conceicao,Delantero,78,Champions
Catar,Mahmoud Abunada,Portero,67,Asia_Africa
Catar,Pedro Miguel,Defensa,70,Asia_Africa
Catar,Lucas Mendes,Defensa,68,Asia_Africa
Catar,Issa Laye,Defensa,66,Asia_Africa
Catar,Jassem Gaber,Defensa,68,Asia_Africa
Catar,Abdulaziz Hatem,Mediocampista,72,Asia_Africa
Catar,Ahmed Alaaeldin,Delantero,71,Asia_Africa
Catar,Edmilson Junior,Delantero,69,Asia_Africa
Catar,Mohammed Muntari,Delantero,73,Asia_Africa
Catar,Hassan Alhaydos,Delantero,74,Asia_Africa
Catar,Akram Afif,Delantero,79,Asia_Africa
Catar,Karim Boudiaf,Mediocampista,72,Asia_Africa
Catar,Ayoub Aloui,Defensa,65,Asia_Africa
Catar,Homam Ahmed,Defensa,68,Asia_Africa
Catar,Yusuf Abdurisag,Delantero,67,Asia_Africa
Catar,Boualem Khoukhi,Defensa,72,Asia_Africa
Catar,Ahmed Alganehi,Mediocampista,66,Asia_Africa
Catar,Sultan Albrake,Defensa,66,Asia_Africa
Catar,Almoez Ali,Delantero,76,Asia_Africa
Catar,Ahmed Fathy,Mediocampista,67,Asia_Africa
Catar,Salah Zakaria,Portero,66,Asia_Africa
Catar,Meshaal Barsham,Portero,69,Asia_Africa
Catar,Assim Madibo,Mediocampista,70,Asia_Africa
Catar,Tahsin Mohammed,Delantero,64,Asia_Africa
Catar,Alhashmi Alhussein,Defensa,63,Asia_Africa
Catar,Mohamed Manai,Delantero,65,Asia_Africa
Arabia Saudí,Nawaf Alaqidi,Portero,74,Asia_Africa
Arabia Saudí,Ali Majrashi,Defensa,68,Asia_Africa
Arabia Saudí,Ali Lajami,Defensa,70,Asia_Africa
Arabia Saudí,Abdulelah Alamri,Defensa,70,Asia_Africa
Arabia Saudí,Hassan Altambakti,Defensa,72,Asia_Africa
Arabia Saudí,Nasser Aldawsari,Mediocampista,72,Asia_Africa
Arabia Saudí,Musab Aljuwayr,Mediocampista,73,Asia_Africa
Arabia Saudí,Aiman Yahya,Delantero,69,Asia_Africa
Arabia Saudí,Feras Albrikan,Delantero,74,Asia_Africa
Arabia Saudí,Salem Aldawsari,Delantero,78,Asia_Africa
Arabia Saudí,Saleh Alshehri,Delantero,76,Asia_Africa
Arabia Saudí,Saud Abdulhamid,Defensa,73,Europa_Mid
Arabia Saudí,Nawaf Bu Washl,Defensa,69,Asia_Africa
Arabia Saudí,Hassan Kadish,Defensa,69,Asia_Africa
Arabia Saudí,Abdullah Alkhaibari,Mediocampista,70,Asia_Africa
Arabia Saudí,Ziyad Aljohani,Mediocampista,68,Asia_Africa
Arabia Saudí,Khalid Alghannam,Delantero,67,Asia_Africa
Arabia Saudí,Ala Alhajji,Mediocampista,66,Asia_Africa
Arabia Saudí,Abdullah Alhamddan,Delantero,73,Asia_Africa
Arabia Saudí,Sultan Mandash,Delantero,67,Asia_Africa
Arabia Saudí,Mohammed Alowais,Portero,75,Asia_Africa
Arabia Saudí,Ahmed Alkassar,Portero,66,Asia_Africa
Arabia Saudí,Mohamed Kanno,Mediocampista,74,Asia_Africa
Arabia Saudí,Moteb Alharbi,Defensa,67,Asia_Africa
Arabia Saudí,Jehad Thikri,Defensa,66,Asia_Africa
Arabia Saudí,Mohammed Abu Alshamat,Defensa,65,Asia_Africa
Escocia,Gunn Angus,Portero,77,Europa_Low
Escocia,Hickey Aaron,Defensa,76,Europa_Mid
Escocia,Robertson Andy,Defensa,86,Champions
Escocia,Mctominay Scott,Mediocampista,82,Champions
Escocia,Hanley Grant,Defensa,74,Europa_Low
Escocia,Tierney Kieran,Defensa,80,Europa_Top
Escocia,Mcginn John,Mediocampista,82,Champions
Escocia,Fletcher Tyler,Mediocampista,67,Europa_Low
Escocia,Dykes Lyndon,Delantero,75,Europa_Low
Escocia,Adams Che,Delantero,76,America
Escocia,Christie Ryan,Mediocampista,78,Europa_Top
Escocia,Kelly Liam,Portero,72,Europa_Top
Escocia,Hendry Jack,Defensa,73,Europa_Top
Escocia,Stewart Ross,Delantero,74,Europa_Low
Escocia,Souttar John,Defensa,75,Europa_Top
